Unit,Mines,Output,Target,Achieved,Effective_Date
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-07-19
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-07-19
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-07-20
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-07-20
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-07-20
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-07-21
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-07-21
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-07-21
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-07-22
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-07-22
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-07-22
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-07-23
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-07-23
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-07-23
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-07-24
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-07-24
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-07-24
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-07-25
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-07-25
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-07-25
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.79,2023-07-26
ICC,KENDADIH MINE,Ore Production,39.6,29.0,2023-07-26
ICC,KENDADIH MINE,MIC Production,1267.258064516129,983.0,2023-07-26
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-07-27
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-07-27
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-07-27
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-07-28
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-07-28
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-07-28
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-07-29
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-07-29
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-07-29
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-07-30
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-07-30
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-07-30
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-07-31
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-07-31
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-07-31
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-08-01
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-08-01
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-08-01
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-08-02
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-08-02
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-08-02
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-08-03
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-08-03
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-08-03
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-08-04
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-08-04
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-08-04
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-08-05
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-08-05
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-08-05
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-08-06
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-08-06
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-08-06
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-08-07
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-08-07
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-08-07
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-08-08
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-08-08
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-08-08
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-08-09
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-08-09
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-08-09
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-08-10
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-08-10
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-08-10
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-08-11
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-08-11
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-08-11
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-08-12
ICC,KENDADIH MINE,Ore Production,39.6,28.5,2023-08-12
ICC,KENDADIH MINE,MIC Production,1267.258064516129,856.0,2023-08-12
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.865,2023-08-13
ICC,KENDADIH MINE,Ore Production,39.6,32.25806451612903,2023-08-13
ICC,KENDADIH MINE,MIC Production,1267.258064516129,933.0,2023-08-13
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.79,2023-08-14
ICC,KENDADIH MINE,Ore Production,39.6,29.0,2023-08-14
ICC,KENDADIH MINE,MIC Production,1267.258064516129,983.0,2023-08-14
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-08-15
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-08-15
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-08-15
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-08-16
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-08-16
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-08-16
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-08-17
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-08-17
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-08-17
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-08-18
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-08-18
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-08-18
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-08-19
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-08-19
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-08-19
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-08-20
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-08-20
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-08-20
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-08-21
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-08-21
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-08-21
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-08-22
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-08-22
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-08-22
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-08-23
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-08-23
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-08-23
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-08-24
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-08-24
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-08-24
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.865,2023-08-25
ICC,KENDADIH MINE,Ore Production,39.6,32.25806451612903,2023-08-25
ICC,KENDADIH MINE,MIC Production,1267.258064516129,933.0,2023-08-25
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.79,2023-08-26
ICC,KENDADIH MINE,Ore Production,39.6,29.0,2023-08-26
ICC,KENDADIH MINE,MIC Production,1267.258064516129,983.0,2023-08-26
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-08-27
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-08-27
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-08-27
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-08-28
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-08-28
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-08-28
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-08-29
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-08-29
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-08-29
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-08-30
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-08-30
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-08-30
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-08-31
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-08-31
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-08-31
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-09-01
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-09-01
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-09-01
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-09-02
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-09-02
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-09-02
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-09-03
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-09-03
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-09-03
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-09-04
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-09-04
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-09-04
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-09-05
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-09-05
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-09-05
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.865,2023-09-06
ICC,KENDADIH MINE,Ore Production,39.6,32.25806451612903,2023-09-06
ICC,KENDADIH MINE,MIC Production,1267.258064516129,933.0,2023-09-06
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.79,2023-09-07
ICC,KENDADIH MINE,Ore Production,39.6,29.0,2023-09-07
ICC,KENDADIH MINE,MIC Production,1267.258064516129,983.0,2023-09-07
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-09-08
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-09-08
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-09-08
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-09-09
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-09-09
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-09-09
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-09-10
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-09-10
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-09-10
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-09-11
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-09-11
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-09-11
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-09-12
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-09-12
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-09-12
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-09-13
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-09-13
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-09-13
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-09-14
ICC,KENDADIH MINE,Ore Production,39.6,28.5,2023-09-14
ICC,KENDADIH MINE,MIC Production,1267.258064516129,856.0,2023-09-14
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.865,2023-09-15
ICC,KENDADIH MINE,Ore Production,39.6,32.25806451612903,2023-09-15
ICC,KENDADIH MINE,MIC Production,1267.258064516129,933.0,2023-09-15
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.79,2023-09-16
ICC,KENDADIH MINE,Ore Production,39.6,29.0,2023-09-16
ICC,KENDADIH MINE,MIC Production,1267.258064516129,983.0,2023-09-16
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-09-17
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-09-17
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-09-17
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-09-18
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-09-18
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-09-18
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-09-19
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-09-19
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-09-19
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-09-20
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-09-20
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-09-20
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-09-21
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-09-21
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-09-21
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-09-22
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-09-22
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-09-22
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-09-23
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-09-23
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-09-23
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-09-24
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-09-24
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-09-24
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-09-25
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-09-25
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-09-25
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-09-26
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-09-26
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-09-26
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.865,2023-09-27
ICC,KENDADIH MINE,Ore Production,39.6,32.25806451612903,2023-09-27
ICC,KENDADIH MINE,MIC Production,1267.258064516129,933.0,2023-09-27
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.79,2023-09-28
ICC,KENDADIH MINE,Ore Production,39.6,29.0,2023-09-28
ICC,KENDADIH MINE,MIC Production,1267.258064516129,983.0,2023-09-28
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-09-29
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-09-29
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-09-29
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-09-30
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-09-30
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-09-30
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-10-01
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-10-01
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-10-01
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-10-02
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-10-02
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-10-02
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-10-03
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-10-03
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-10-03
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-10-04
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-10-04
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-10-04
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-10-05
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-10-05
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-10-05
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-10-06
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-10-06
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-10-06
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-10-07
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-10-07
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-10-07
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-10-08
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-10-08
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-10-08
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-10-09
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-10-09
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-10-09
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-10-10
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-10-10
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-10-10
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-10-11
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-10-11
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-10-11
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-10-12
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-10-12
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-10-12
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-10-13
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-10-13
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-10-13
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-10-14
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-10-14
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-10-14
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-10-15
ICC,KENDADIH MINE,Ore Production,39.6,28.5,2023-10-15
ICC,KENDADIH MINE,MIC Production,1267.258064516129,856.0,2023-10-15
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.865,2023-10-16
ICC,KENDADIH MINE,Ore Production,39.6,32.25806451612903,2023-10-16
ICC,KENDADIH MINE,MIC Production,1267.258064516129,933.0,2023-10-16
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.79,2023-10-17
ICC,KENDADIH MINE,Ore Production,39.6,29.0,2023-10-17
ICC,KENDADIH MINE,MIC Production,1267.258064516129,983.0,2023-10-17
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-10-18
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-10-18
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-10-18
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-10-19
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-10-19
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-10-19
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-10-20
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-10-20
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-10-20
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-10-21
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-10-21
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-10-21
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-10-22
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-10-22
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-10-22
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-10-23
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-10-23
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-10-23
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-10-24
ICC,KENDADIH MINE,Ore Production,39.6,28.5,2023-10-24
ICC,KENDADIH MINE,MIC Production,1267.258064516129,856.0,2023-10-24
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.865,2023-10-25
ICC,KENDADIH MINE,Ore Production,39.6,32.25806451612903,2023-10-25
ICC,KENDADIH MINE,MIC Production,1267.258064516129,933.0,2023-10-25
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.79,2023-10-26
ICC,KENDADIH MINE,Ore Production,39.6,29.0,2023-10-26
ICC,KENDADIH MINE,MIC Production,1267.258064516129,983.0,2023-10-26
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-10-27
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-10-27
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-10-27
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-10-28
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-10-28
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-10-28
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-10-29
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-10-29
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-10-29
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-10-30
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-10-30
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-10-30
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-10-31
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-10-31
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-10-31
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-11-01
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-11-01
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-11-01
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-11-02
ICC,KENDADIH MINE,Ore Production,39.6,28.5,2023-11-02
ICC,KENDADIH MINE,MIC Production,1267.258064516129,856.0,2023-11-02
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.865,2023-11-03
ICC,KENDADIH MINE,Ore Production,39.6,32.25806451612903,2023-11-03
ICC,KENDADIH MINE,MIC Production,1267.258064516129,933.0,2023-11-03
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.79,2023-11-04
ICC,KENDADIH MINE,Ore Production,39.6,29.0,2023-11-04
ICC,KENDADIH MINE,MIC Production,1267.258064516129,983.0,2023-11-04
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-11-05
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-11-05
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-11-05
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-11-06
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-11-06
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-11-06
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-11-07
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-11-07
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1103.0,2023-11-07
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.89,2023-11-08
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-11-08
ICC,KENDADIH MINE,MIC Production,1267.258064516129,908.0,2023-11-08
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.86,2023-11-09
ICC,KENDADIH MINE,Ore Production,39.6,30.22,2023-11-09
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1112.0,2023-11-09
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-11-10
ICC,KENDADIH MINE,Ore Production,39.6,29.95,2023-11-10
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1120.0,2023-11-10
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.85,2023-11-11
ICC,KENDADIH MINE,Ore Production,39.6,28.5,2023-11-11
ICC,KENDADIH MINE,MIC Production,1267.258064516129,856.0,2023-11-11
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.865,2023-11-12
ICC,KENDADIH MINE,Ore Production,39.6,32.25806451612903,2023-11-12
ICC,KENDADIH MINE,MIC Production,1267.258064516129,933.0,2023-11-12
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.79,2023-11-13
ICC,KENDADIH MINE,Ore Production,39.6,29.0,2023-11-13
ICC,KENDADIH MINE,MIC Production,1267.258064516129,983.0,2023-11-13
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.82,2023-11-14
ICC,KENDADIH MINE,Ore Production,39.6,29.8,2023-11-14
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1020.0,2023-11-14
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.88,2023-11-15
ICC,KENDADIH MINE,Ore Production,39.6,30.12,2023-11-15
ICC,KENDADIH MINE,MIC Production,1267.258064516129,1008.0,2023-11-15
ICC,KENDADIH MINE,Ore Grade (%Cu),0.9,0.87,2023-11-16
ICC,KENDADIH MINE,Ore Production,39.6,29.9,2023-11-16
