Month,Unit,Mine,Project Name,Contractor,LoI/Work awarded Date,Work Commencement Date,Mobilisation Period ,Target Completion date ,"Total Drilling Quantity 
(in m)",Total CAPEX Amount  as per tender (Rs in Lakh),Physical Work Target in the month,Physical Work Done in the month,Physical Work Target upto the month for FY,Physical Work Done upto the month for FY,Physical Work Target upto the month from inception,Physical Work Done up to the month from inception,Drilling Target for the month,Achieved Drilling Meterage in the month,Drilling Target upto the month for FY,Achieved Drilling Meterage up to the month for FY,Drilling Target upto the month from inception,Achieved Drilling Meterage up to the month from inception,Bills raised by Contractor in the month,Bills raised by Contractor up to the month in FY,Bills rised by Contractor upto the month from inception,Payments made to Contractor in the month,Payments made to Contractor up to the month in FY,Payments made to Contractor upto the month from inception,Target CAPEX Amount for FY,Achieved CAPEX Amount for FY,Target CAPEX Amount for FY and so on,Achieved CAPEX Amount for FY and so on,Present Status,date,Drilling Type,"Total Drilling Quantity 
(in m)Target",current_row
August,ICC,Kendadih Mining Lease,AQ siize Definition Core drilling and assoicated geological activities in Sudra Block,"M/s PPT Engineering, Rajasthan",09.06.2022,09.05.2023,4 month ,09.05.2026,29000.0,5.3,1.99948,1.351,19.951362648,10.772874,65.12051512764,41.63715801,1250.362,1168.463289,7234.594532,6366.44318816,9549.66478224,8747.492940531842,3.51,24.9912,72.47448,3.3696,22.45709232,61.09598664,1.72,22.45709232,0.0,1.72,Running,22-08-2025,Under Ground Drilling,,1.0
August,ICC,Kendadih Mining Lease,G2 and Depth Exploration and assoicated geological activities in Sudra Block  ,M/s South North Pinnacle Expl. Ltd. ,18.02.2023,15.09.2019,3 month ,25.06.2027,8800.0,5.3,3.552,2.4,35.4428352,19.1376,115.684112736,73.966824,995.15,929.967675,5757.9379,5066.985352,7600.478028,6962.037873648001,2.897,20.62664,59.81725599999999,2.78112,18.535098704,50.42594680799999,5.05,18.535098704,0.0,5.05,Under mobilization ,22-08-2025,Under Ground Drilling,,1.0
August,ICC,Kendadih Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Kendadih Block  ,"M/s MPK Engineering, Rajasthan",12.07.2018,12.01.2018,6 month ,21.10.2025,12000.0,5.0,1.46076,0.987,14.575865976,7.870338,47.575091362680006,30.418856370000004,1154.24,1078.63728,6678.43264,5877.0207232,8815.5310848,8075.026473676801,1.894,13.48528,39.107312,1.81824,12.117872608,32.967464016,1.35906104224,12.117872608,0.26,0.124135,Completed,22-08-2025,Under Ground Drilling,,1.0
August,ICC,Kendadih Mining Lease,Production cum Defination Drilling along with allied activities for a period of 5 years at Kendadih Block ,M/s EL Mining,17.02.2024,18.07.2023,1 month ,17.07.2026,18000.0,3.2,1.7612,1.19,17.573739120000003,9.48906,57.360039231600005,36.6752169,1184.23,1106.662935,6851.95478,6029.7202064,9044.5803096,8284.8355635936,2.321,16.52552,47.924008,2.22816,14.849832272,40.399938744,0.982422,14.849832272,0.18,0.982422,Running,22-08-2025,Under Ground Drilling,,1.0
August,ICC,Kendadih Mining Lease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-08-2025,Under Ground Drilling,,1.0
August,ICC,Sudra Mining Lease,Validation drilling for Geophysical survey and assoicated geological activities at Kendadih,"M/s MECL, Nagpur",04.10.2022,18.11.2022,3 month,04.08.2023,5500.0,8.61,4.2032,2.84,41.94068832,22.64616,136.8928667376,87.5274084,285.54,266.83713,1652.13444,1453.8783072,2180.8174608,1997.6287940928,2.01,14.3112,41.50248,1.9296,12.860044319999998,34.98659064,4.0,12.860044319999998,0.67,0.6097,Completed,22-08-2025,Surface Drilling,,1.0
August,ICC,Kendadih Mininig Lease,G2 and Depth Exploration and assoicated geological activities in Sudra Block  ,M/s South West Pinnacle Expl. Ltd. ,18.11.2023,31.03.2018,2 month,25.11.2025,58800.0,31.99,3.72368,2.516,37.155905568,20.062584,121.27551151824,77.54188716,270.654,252.926163,1566.0040439999998,1378.08355872,2067.12533808,1893.48680968128,2.92,20.7904,60.29216,2.8032,18.68225344,50.82629088,5.05,18.68225344,0.51,0.4641,Under mobilization ,22-08-2025,Surface Drilling,,1.0
August,ICC,Kolihan Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Khetri Block ,"M/s MPS Engineering, Rajasthan",30.01.2016,01.08.2017,3 month ,31.05.2025,,5.9,4.99,4.7904,13.2734,11.94606,39.68746600000001,34.92497008000001,1100.5,1023.465,3191.45,2840.3905,9861.580499999998,9467.11728,3.95,11.3681,45.358719,3.555,9.662885,43.54437024,2.52,1.32,4.032,2.832,Contract is Completed,22-08-2025,Under Ground Drilling,12900.0,1.0
August,ICC,Kolihan Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Singhana  Block,"M/s SKS, Nagpur",17.05.2017,24.11.2017,2 month ,17.05.2025,,3.85,4.36,4.1856,11.597600000000002,10.43784,34.67682400000001,30.51560512000001,1140.98,1061.1114,3308.842,2944.86938,10224.32178,9815.3489088,4.56,13.12368,52.363483200000005,4.104,11.155128,50.268943872,1.3,0.1,2.08,0.8800000000000001,Running,22-08-2025,Under Ground Drilling,17600.0,1.0
August,ICC,Kolihan Mining Lease,AQ siize Definition Core drilling and assoicated geological activities in Khetri Block,"M/s PPT Engineering, Rajasthan",09.06.2022,09.05.2023,4 month ,09.05.2026,,6.2,4.59,4.4064,12.2094,10.98846,36.506106,32.125373280000005,1395.45,1297.7685,4046.805,3601.65645,12504.627449999998,12004.442351999998,3.65,10.5047,41.913753,3.285,8.928994999999999,40.23720288,1.12,0.5200000000000001,1.7920000000000005,1.1920000000000002,Running,22-08-2025,Under Ground Drilling,25900.0,1.0
August,ICC,Kolihan Mining Lease,G2 and Depth Exploration and assoicated geological activities in Khetri Block  ,M/s South North Pinnacle Expl. Ltd. ,18.02.2023,16.06.2022,3 month ,31.03.2025,,3.65,5.01,4.8096,13.3266,11.99394,39.846534000000005,35.064949920000004,1005.64,935.2452,2916.356,2595.55684,9011.540039999998,8651.078438399998,4.01,11.54078,46.0477122,3.609,9.809663,44.205803712,3.05,1.95,4.88,3.78,Under mobilization ,22-08-2025,Under Ground Drilling,11800.0,1.0
August,ICC,Kolihan Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Kolihan Block  ,"M/s MPK Engineering, Rajasthan",12.07.2018,12.01.2018,6 month ,21.10.2025,,5.94,5.33,5.1168,14.1778,12.76002,42.391622000000005,37.304627360000005,1105.5,1028.115,3205.95,2853.2955,9906.3855,9510.13008,3.78,10.87884,43.40657160000001,3.402,9.247014,41.670308736,3.6,2.4000000000000004,5.760000000000001,4.5600000000000005,Completed,22-08-2025,Under Ground Drilling,9560.0,1.0
August,ICC,Kolihan Mining Lease,Production cum Defination Drilling along with allied activities for a period of 5 years at Kolihan Block ,M/s EL Mining,17.02.2024,18.07.2023,1 month ,17.07.2026,,3.55,4.58,4.3968,12.1828,10.96452,36.426572,32.05538336,1200.5,1116.465,3481.45,3098.4905,10757.6805,10327.373279999998,4.25,12.2315,48.803685,3.825,10.396775,46.8515376,2.9,2.0,4.64,3.74,Running,22-08-2025,Under Ground Drilling,11000.0,1.0
August,ICC,Kolihan Mining Lease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-08-2025,Under Ground Drilling,,1.0
August,ICC,Khetri Mining Lease,Validation drilling for Geophysical survey and assoicated geological activities at Kolihan,"M/s MECL, Nagpur",04.10.2022,18.11.2022,2 months,04.08.2023,,8.61,4.95,4.752,13.167000000000002,11.850300000000002,39.369330000000005,34.645010400000004,225.67,209.8731,654.443,582.45427,2022.22887,1941.3397152,2.95,8.4901,33.875499000000005,2.655,7.216584999999999,32.520479040000005,4.0,7.216584999999999,0.56,0.49,Completed,22-08-2025,Surface Drilling,5500.0,1.0
August,ICC,Kolihan Mininig Lease,G2 and Depth Exploration and assoicated geological activities in Khetri Block  ,M/s South West Pinnacle Expl. Ltd. ,18.11.2023,25.03.2024,5 months,31.12.2027,,31.99,3.96,3.8016,10.5336,9.48024,31.495464,27.71600832,290.55,270.2115,842.595,749.9095500000001,2603.61855,2499.473808,3.15,9.0657,36.172143,2.835,7.705844999999999,34.725257279999994,5.05,7.705844999999999,0.45,0.39,Under mobilization ,22-08-2025,Surface Drilling,58800.0,1.0
August,MCP,Mines U/C ,AX size Definition Diamond Core Drilling and assoicated geological activities in Mines U/C Block ,"M/s MPS Engineering, Rajasthan",30.01.2016,01.08.2017,3 month ,31.05.2025,,5.3,3.55,3.408,16.685,14.515949999999998,61.7345,58.647775,1010.0,868.6,4949.0,4701.55,21280.7,20003.858,3.05,13.725,63.13499999999999,2.8669999999999995,12.9015,60.60959999999999,2.52,1.32,4.032,2.832,Contract is Completed,22-08-2025,Under Ground Drilling,12900.0,1.0
August,MCP,Mines U/C ,AX size Definition Diamond Core Drilling and assoicated geological activities in Mines U/C Block ,"M/s SKS, Nagpur",17.05.2017,24.11.2017,2 month ,17.05.2025,,3.9,3.24,3.1104000000000003,15.228000000000002,13.248360000000002,56.34360000000001,53.52642000000001,1025.35,881.8009999999999,5024.215,4773.00425,21604.1245,20307.87703,3.25,14.625,67.27499999999999,3.055,13.7475,64.58399999999999,2.52,1.32,4.032,2.832,Running,22-08-2025,Under Ground Drilling,17600.0,1.0
August,MCP,Mines U/C ,AQ siize Definition Core drilling and assoicated geological activities in Mines U/C Block,"M/s PPT Engineering, Rajasthan",09.06.2022,09.05.2023,4 month ,09.05.2026,,5.7,3.894,3.73824,18.3018,15.922566,67.71666,64.330827,1100.54,946.4644,5392.646000000001,5123.0137,23188.3778,21797.075132,3.67,16.515,75.969,3.4498,15.5241,72.93024,2.52,1.92,4.032,3.432,Running,22-08-2025,Under Ground Drilling,25900.0,1.0
August,MCP,Mines U/C ,G2 and Depth Exploration and assoicated geological activities in Mines U/C Block  ,M/s South North Pinnacle Expl. Ltd. ,18.02.2023,16.06.2022,3 month ,31.03.2025,,3.3,3.41,3.2736,16.027,13.94349,59.29990000000001,56.334905000000006,1250.78,1075.6708,6128.822,5822.3809,26353.9346,24772.698524,2.98,13.41,61.68599999999999,2.8012,12.6054,59.21855999999999,2.52,1.42,4.032,2.932,Under mobilization ,22-08-2025,Under Ground Drilling,11800.0,1.0
August,MCP,Mines O/C ,AX size Definition Diamond Core Drilling and assoicated geological activities in Mines O/C Block  ,"M/s MPK Engineering, Rajasthan",12.07.2018,12.01.2018,6 month ,21.10.2025,,5.32,2.685,2.5776,12.6195,10.978965,46.692150000000005,44.3575425,1265.0,1087.9,6198.5,5888.575,26653.55,25054.337,2.58,11.61,53.40599999999999,2.4252,10.9134,51.26975999999999,2.52,1.32,4.032,2.832,Completed,22-08-2025,Under Ground Drilling,9560.0,1.0
August,MCP,Mines O/C ,Production cum Defination Drilling along with allied activities for a period of 5 years at Mines O/C Block ,M/s EL Mining,17.02.2024,18.07.2023,1 month ,17.07.2026,,3.4,2.94,2.8224,13.818,12.02166,51.1266,48.57027,1159.2,996.912,5680.080000000001,5396.076000000001,24424.344,22958.88336,2.45,11.025,50.715,2.303,10.3635,48.68639999999999,2.52,1.62,4.032,3.132,Running,22-08-2025,Under Ground Drilling,11000.0,1.0
August,MCP,Mines O/C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-08-2025,Under Ground Drilling,,1.0
August,MCP,Mines U/C ,Validation drilling for Geophysical survey and assoicated geological activities at Mines U/C ,"M/s MECL, Nagpur",04.10.2022,18.11.2022,2 months,04.08.2023,,8.61,3.05,2.928,14.335,12.47145,53.0395,50.387525,295.41,254.0526,1447.5090000000002,1375.1335500000002,6224.288700000001,5850.831378000001,3.24,14.580000000000002,67.068,3.0456,13.7052,64.38528,2.52,13.7052,0.56,0.49,Completed,22-08-2025,Surface Drilling,5500.0,1.0
August,MCP,Mines O/C ,G2 and Depth Exploration and assoicated geological activities in Mines O/C Block  ,M/s South West Pinnacle Expl. Ltd. ,18.11.2023,25.03.2024,5 months,31.12.2027,,31.99,2.99,2.8704,14.053,12.22611,51.996100000000006,49.396295,301.25,259.075,1476.125,1402.31875,6347.3375,5966.497249999999,3.05,13.725,63.13499999999999,2.8669999999999995,12.9015,60.60959999999999,2.52,12.9015,0.45,0.39,Under mobilization ,22-08-2025,Surface Drilling,58800.0,1.0
September,ICC,Kendadih Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Singhana  Block,"M/s MPS Engineering, Rajasthan",30.01.2016,01.08.2017,3 month ,17.05.2025,12900.0,4.9,3.96788,2.681,39.592600488,21.378294,129.22879426884,82.62710631,985.8514,921.2781333,5704.136200399999,5019.639856352,7529.459784528,6896.985162627648,3.97,28.2664,81.97256,3.8112,25.40018704,69.10286808,0.11,25.40018704,0.00267907,0.11,Contract is Completed,26-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Singhana  Block,"M/s SKS, Nagpur",17.05.2017,24.11.2017,2 month ,17.05.2025,17600.0,4.9,2.448068,1.6541,24.4274973768,13.1897934,79.730454531924,50.978551491,1150.2541,1074.91245645,6655.3702226000005,5856.725795888001,8785.088693832002,8047.141243550114,2.894,20.60528,59.755312,2.77824,18.515904608,50.373728016,1.0,18.515904608,0.43610772,1.0,Running,26-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,AQ siize Definition Core drilling and assoicated geological activities in Sudra Block,"M/s PPT Engineering, Rajasthan",09.06.2022,09.05.2023,4 month ,09.05.2026,29000.0,5.3,1.99948,1.351,19.951362648,10.772874,65.12051512764,41.63715801,1250.362,1168.463289,7234.594532,6366.44318816,9549.66478224,8747.492940531842,3.51,24.9912,72.47448,3.3696,22.45709232,61.09598664,1.72,22.45709232,0.0,1.72,Running,26-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,G2 and Depth Exploration and assoicated geological activities in Sudra Block  ,M/s South North Pinnacle Expl. Ltd. ,18.02.2023,15.09.2019,3 month ,25.06.2027,8800.0,5.3,3.552,2.4,35.4428352,19.1376,115.684112736,73.966824,995.15,929.967675,5757.9379,5066.985352,7600.478028,6962.037873648001,2.897,20.62664,59.81725599999999,2.78112,18.535098704,50.42594680799999,5.05,18.535098704,0.0,5.05,Under mobilization ,26-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Kendadih Block  ,"M/s MPK Engineering, Rajasthan",12.07.2018,12.01.2018,6 month ,21.10.2025,12000.0,5.0,1.46076,0.987,14.575865976,7.870338,47.575091362680006,30.418856370000004,1154.24,1078.63728,6678.43264,5877.0207232,8815.5310848,8075.026473676801,1.894,13.48528,39.107312,1.81824,12.117872608,32.967464016,1.35906104224,12.117872608,0.26,0.124135,Completed,26-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,Production cum Defination Drilling along with allied activities for a period of 5 years at Kendadih Block ,M/s EL Mining,17.02.2024,18.07.2023,1 month ,17.07.2026,18000.0,3.2,1.7612,1.19,17.573739120000003,9.48906,57.360039231600005,36.6752169,1184.23,1106.662935,6851.95478,6029.7202064,9044.5803096,8284.8355635936,2.321,16.52552,47.924008,2.22816,14.849832272,40.399938744,0.982422,14.849832272,0.18,0.982422,Running,26-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-09-2025,Under Ground Drilling,,0.0
September,ICC,Sudra Mining Lease,Validation drilling for Geophysical survey and assoicated geological activities at Kendadih,"M/s MECL, Nagpur",04.10.2022,18.11.2022,3 month,04.08.2023,5500.0,8.61,4.2032,2.84,41.94068832,22.64616,136.8928667376,87.5274084,285.54,266.83713,1652.13444,1453.8783072,2180.8174608,1997.6287940928,2.01,14.3112,41.50248,1.9296,12.860044319999998,34.98659064,4.0,12.860044319999998,0.67,0.6097,Completed,26-09-2025,Surface Drilling,,0.0
September,ICC,Kendadih Mininig Lease,G2 and Depth Exploration and assoicated geological activities in Sudra Block  ,M/s South West Pinnacle Expl. Ltd. ,18.11.2023,31.03.2018,2 month,25.11.2025,58800.0,31.99,3.72368,2.516,37.155905568,20.062584,121.27551151824,77.54188716,270.654,252.926163,1566.0040439999998,1378.08355872,2067.12533808,1893.48680968128,2.92,20.7904,60.29216,2.8032,18.68225344,50.82629088,5.05,18.68225344,0.51,0.4641,Under mobilization ,26-09-2025,Surface Drilling,,0.0
September,ICC,Kolihan Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Khetri Block ,"M/s MPS Engineering, Rajasthan",30.01.2016,01.08.2017,3 month ,31.05.2025,,5.9,4.99,4.7904,13.2734,11.94606,39.68746600000001,34.92497008000001,1100.5,1023.465,3191.45,2840.3905,9861.580499999998,9467.11728,3.95,11.3681,45.358719,3.555,9.662885,43.54437024,2.52,1.32,4.032,2.832,Contract is Completed,26-09-2025,Under Ground Drilling,12900.0,0.0
September,ICC,Kolihan Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Singhana  Block,"M/s SKS, Nagpur",17.05.2017,24.11.2017,2 month ,17.05.2025,,3.85,4.36,4.1856,11.597600000000002,10.43784,34.67682400000001,30.51560512000001,1140.98,1061.1114,3308.842,2944.86938,10224.32178,9815.3489088,4.56,13.12368,52.363483200000005,4.104,11.155128,50.268943872,1.3,0.1,2.08,0.8800000000000001,Running,26-09-2025,Under Ground Drilling,17600.0,0.0
September,ICC,Kolihan Mining Lease,AQ siize Definition Core drilling and assoicated geological activities in Khetri Block,"M/s PPT Engineering, Rajasthan",09.06.2022,09.05.2023,4 month ,09.05.2026,,6.2,4.59,4.4064,12.2094,10.98846,36.506106,32.125373280000005,1395.45,1297.7685,4046.805,3601.65645,12504.627449999998,12004.442351999998,3.65,10.5047,41.913753,3.285,8.928994999999999,40.23720288,1.12,0.5200000000000001,1.7920000000000005,1.1920000000000002,Running,26-09-2025,Under Ground Drilling,25900.0,0.0
September,ICC,Kolihan Mining Lease,G2 and Depth Exploration and assoicated geological activities in Khetri Block  ,M/s South North Pinnacle Expl. Ltd. ,18.02.2023,16.06.2022,3 month ,31.03.2025,,3.65,5.01,4.8096,13.3266,11.99394,39.846534000000005,35.064949920000004,1005.64,935.2452,2916.356,2595.55684,9011.540039999998,8651.078438399998,4.01,11.54078,46.0477122,3.609,9.809663,44.205803712,3.05,1.95,4.88,3.78,Under mobilization ,26-09-2025,Under Ground Drilling,11800.0,0.0
September,ICC,Kolihan Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Kolihan Block  ,"M/s MPK Engineering, Rajasthan",12.07.2018,12.01.2018,6 month ,21.10.2025,,5.94,5.33,5.1168,14.1778,12.76002,42.391622000000005,37.304627360000005,1105.5,1028.115,3205.95,2853.2955,9906.3855,9510.13008,3.78,10.87884,43.40657160000001,3.402,9.247014,41.670308736,3.6,2.4000000000000004,5.760000000000001,4.5600000000000005,Completed,26-09-2025,Under Ground Drilling,9560.0,0.0
September,ICC,Kolihan Mining Lease,Production cum Defination Drilling along with allied activities for a period of 5 years at Kolihan Block ,M/s EL Mining,17.02.2024,18.07.2023,1 month ,17.07.2026,,3.55,4.58,4.3968,12.1828,10.96452,36.426572,32.05538336,1200.5,1116.465,3481.45,3098.4905,10757.6805,10327.373279999998,4.25,12.2315,48.803685,3.825,10.396775,46.8515376,2.9,2.0,4.64,3.74,Running,26-09-2025,Under Ground Drilling,11000.0,0.0
September,ICC,Kolihan Mining Lease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-09-2025,Under Ground Drilling,,0.0
September,ICC,Khetri Mining Lease,Validation drilling for Geophysical survey and assoicated geological activities at Kolihan,"M/s MECL, Nagpur",04.10.2022,18.11.2022,2 months,04.08.2023,,8.61,4.95,4.752,13.167000000000002,11.850300000000002,39.369330000000005,34.645010400000004,225.67,209.8731,654.443,582.45427,2022.22887,1941.3397152,2.95,8.4901,33.875499000000005,2.655,7.216584999999999,32.520479040000005,4.0,7.216584999999999,0.56,0.49,Completed,26-09-2025,Surface Drilling,5500.0,0.0
September,ICC,Kolihan Mininig Lease,G2 and Depth Exploration and assoicated geological activities in Khetri Block  ,M/s South West Pinnacle Expl. Ltd. ,18.11.2023,25.03.2024,5 months,31.12.2027,,31.99,3.96,3.8016,10.5336,9.48024,31.495464,27.71600832,290.55,270.2115,842.595,749.9095500000001,2603.61855,2499.473808,3.15,9.0657,36.172143,2.835,7.705844999999999,34.725257279999994,5.05,7.705844999999999,0.45,0.39,Under mobilization ,26-09-2025,Surface Drilling,58800.0,0.0
September,MCP,Mines U/C ,AX size Definition Diamond Core Drilling and assoicated geological activities in Mines U/C Block ,"M/s MPS Engineering, Rajasthan",30.01.2016,01.08.2017,3 month ,31.05.2025,,5.3,3.55,3.408,16.685,14.515949999999998,61.7345,58.647775,1010.0,868.6,4949.0,4701.55,21280.7,20003.858,3.05,13.725,63.13499999999999,2.8669999999999995,12.9015,60.60959999999999,2.52,1.32,4.032,2.832,Contract is Completed,26-09-2025,Under Ground Drilling,12900.0,0.0
September,MCP,Mines U/C ,AX size Definition Diamond Core Drilling and assoicated geological activities in Mines U/C Block ,"M/s SKS, Nagpur",17.05.2017,24.11.2017,2 month ,17.05.2025,,3.9,3.24,3.1104000000000003,15.228000000000002,13.248360000000002,56.34360000000001,53.52642000000001,1025.35,881.8009999999999,5024.215,4773.00425,21604.1245,20307.87703,3.25,14.625,67.27499999999999,3.055,13.7475,64.58399999999999,2.52,1.32,4.032,2.832,Running,26-09-2025,Under Ground Drilling,17600.0,0.0
September,MCP,Mines U/C ,AQ siize Definition Core drilling and assoicated geological activities in Mines U/C Block,"M/s PPT Engineering, Rajasthan",09.06.2022,09.05.2023,4 month ,09.05.2026,,5.7,3.894,3.73824,18.3018,15.922566,67.71666,64.330827,1100.54,946.4644,5392.646000000001,5123.0137,23188.3778,21797.075132,3.67,16.515,75.969,3.4498,15.5241,72.93024,2.52,1.92,4.032,3.432,Running,26-09-2025,Under Ground Drilling,25900.0,0.0
September,MCP,Mines U/C ,G2 and Depth Exploration and assoicated geological activities in Mines U/C Block  ,M/s South North Pinnacle Expl. Ltd. ,18.02.2023,16.06.2022,3 month ,31.03.2025,,3.3,3.41,3.2736,16.027,13.94349,59.29990000000001,56.334905000000006,1250.78,1075.6708,6128.822,5822.3809,26353.9346,24772.698524,2.98,13.41,61.68599999999999,2.8012,12.6054,59.21855999999999,2.52,1.42,4.032,2.932,Under mobilization ,26-09-2025,Under Ground Drilling,11800.0,0.0
September,MCP,Mines O/C ,AX size Definition Diamond Core Drilling and assoicated geological activities in Mines O/C Block  ,"M/s MPK Engineering, Rajasthan",12.07.2018,12.01.2018,6 month ,21.10.2025,,5.32,2.685,2.5776,12.6195,10.978965,46.692150000000005,44.3575425,1265.0,1087.9,6198.5,5888.575,26653.55,25054.337,2.58,11.61,53.40599999999999,2.4252,10.9134,51.26975999999999,2.52,1.32,4.032,2.832,Completed,26-09-2025,Under Ground Drilling,9560.0,0.0
September,MCP,Mines O/C ,Production cum Defination Drilling along with allied activities for a period of 5 years at Mines O/C Block ,M/s EL Mining,17.02.2024,18.07.2023,1 month ,17.07.2026,,3.4,2.94,2.8224,13.818,12.02166,51.1266,48.57027,1159.2,996.912,5680.080000000001,5396.076000000001,24424.344,22958.88336,2.45,11.025,50.715,2.303,10.3635,48.68639999999999,2.52,1.62,4.032,3.132,Running,26-09-2025,Under Ground Drilling,11000.0,0.0
September,MCP,Mines O/C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-09-2025,Under Ground Drilling,,0.0
September,MCP,Mines U/C ,Validation drilling for Geophysical survey and assoicated geological activities at Mines U/C ,"M/s MECL, Nagpur",04.10.2022,18.11.2022,2 months,04.08.2023,,8.61,3.05,2.928,14.335,12.47145,53.0395,50.387525,295.41,254.0526,1447.5090000000002,1375.1335500000002,6224.288700000001,5850.831378000001,3.24,14.580000000000002,67.068,3.0456,13.7052,64.38528,2.52,13.7052,0.56,0.49,Completed,26-09-2025,Surface Drilling,5500.0,0.0
September,MCP,Mines O/C ,G2 and Depth Exploration and assoicated geological activities in Mines O/C Block  ,M/s South West Pinnacle Expl. Ltd. ,18.11.2023,25.03.2024,5 months,31.12.2027,,31.99,2.99,2.8704,14.053,12.22611,51.996100000000006,49.396295,301.25,259.075,1476.125,1402.31875,6347.3375,5966.497249999999,3.05,13.725,63.13499999999999,2.8669999999999995,12.9015,60.60959999999999,2.52,12.9015,0.45,0.39,Under mobilization ,26-09-2025,Surface Drilling,58800.0,0.0
September,ICC,Kendadih Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Singhana  Block,"M/s MPS Engineering, Rajasthan",30.01.2016,01.08.2017,3 month ,17.05.2025,12900.0,4.9,3.96788,2.681,39.592600488,21.378294,129.22879426884,82.62710631,985.8514,921.2781333,5704.136200399999,5019.639856352,7529.459784528,6896.985162627648,3.97,28.2664,81.97256,3.8112,25.40018704,69.10286808,0.11,25.40018704,0.00267907,0.11,Contract is Completed,27-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Singhana  Block,"M/s SKS, Nagpur",17.05.2017,24.11.2017,2 month ,17.05.2025,17600.0,4.9,2.448068,1.6541,24.4274973768,13.1897934,79.730454531924,50.978551491,1150.2541,1074.91245645,6655.3702226000005,5856.725795888001,8785.088693832002,8047.141243550114,2.894,20.60528,59.755312,2.77824,18.515904608,50.373728016,1.0,18.515904608,0.43610772,1.0,Running,27-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,AQ siize Definition Core drilling and assoicated geological activities in Sudra Block,"M/s PPT Engineering, Rajasthan",09.06.2022,09.05.2023,4 month ,09.05.2026,29000.0,5.3,1.99948,1.351,19.951362648,10.772874,65.12051512764,41.63715801,1250.362,1168.463289,7234.594532,6366.44318816,9549.66478224,8747.492940531842,3.51,24.9912,72.47448,3.3696,22.45709232,61.09598664,1.72,22.45709232,0.0,1.72,Running,27-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,G2 and Depth Exploration and assoicated geological activities in Sudra Block  ,M/s South North Pinnacle Expl. Ltd. ,18.02.2023,15.09.2019,3 month ,25.06.2027,8800.0,5.3,3.552,2.4,35.4428352,19.1376,115.684112736,73.966824,995.15,929.967675,5757.9379,5066.985352,7600.478028,6962.037873648001,2.897,20.62664,59.81725599999999,2.78112,18.535098704,50.42594680799999,5.05,18.535098704,0.0,5.05,Under mobilization ,27-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,AX size Definition Diamond Core Drilling and assoicated geological activities in Kendadih Block  ,"M/s MPK Engineering, Rajasthan",12.07.2018,12.01.2018,6 month ,21.10.2025,12000.0,5.0,1.46076,0.987,14.575865976,7.870338,47.575091362680006,30.418856370000004,1154.24,1078.63728,6678.43264,5877.0207232,8815.5310848,8075.026473676801,1.894,13.48528,39.107312,1.81824,12.117872608,32.967464016,1.35906104224,12.117872608,0.26,0.124135,Completed,27-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,Production cum Defination Drilling along with allied activities for a period of 5 years at Kendadih Block ,M/s EL Mining,17.02.2024,18.07.2023,1 month ,17.07.2026,18000.0,3.2,1.7612,1.19,17.573739120000003,9.48906,57.360039231600005,36.6752169,1184.23,1106.662935,6851.95478,6029.7202064,9044.5803096,8284.8355635936,2.321,16.52552,47.924008,2.22816,14.849832272,40.399938744,0.982422,14.849832272,0.18,0.982422,Running,27-09-2025,Under Ground Drilling,,0.0
September,ICC,Kendadih Mining Lease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-09-2025,Under Ground Drilling,,0.0
